Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
154cm steel,1,1,1300,13,1.72,https://www.shieldon.net/the-154cm-steel-guide-crafting-excellence-in-pocket-knives/,0,0,0.00,0.05,1090000,"[84,84,68,84,84,68,68,68,84,52,52,68]",2026-02-25,"Image pack, Sitelinks, Video, People also ask, Related searches, Things to know, Discussions and forums, AI overview",informational,Things to know
3cr steel,1,1,50,1,0.00,https://www.shieldon.net/3cr13-steel-yay-or-nay/,0,0,0.00,0.03,387000,"[7,19,15,11,11,15,11,7,7,7,42,65]",2026-02-15,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
are pocket knives legal in illinois,1,1,40,9,0.00,https://www.shieldon.net/comprehensive-guide-to-pocket-knife-laws-in-every-us-state/,0,0,0.00,0.33,712000,"[22,77,44,55,55,77,55,77,33,22,22,22]",2026-03-01,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
cortaplumas,1,1,90,16,0.00,https://www.shieldon.net/distinguishing-between-a-penknife-and-a-pocket-knife/,0,0,0.00,0.57,106,"[64,100,64,50,64,50,64,100,50,64,50,78]",2026-03-20,"Image pack, Sitelinks, Video, Related searches, Things to know, AI overview",informational,Things to know
california knife laws 2024,1,1,140,11,0.00,https://www.shieldon.net/understanding-california-knife-laws-a-simple-guide-to-carrying-straight-and-folding-knives/,2,1,0.00,0,5540000,"[88,39,26,7,2,3,3,3,2,2,2,2]",2026-01-30,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,AI overview
california knife laws 2024,1,1,140,11,0.00,https://www.shieldon.net/understanding-california-knife-laws-a-simple-guide-to-carrying-straight-and-folding-knives/,0,0,0.00,0,5540000,"[88,39,26,7,2,3,3,3,2,2,2,2]",2026-01-30,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,AI overview
ar-rpm9 vs d2,1,1,70,2,0.00,https://www.shieldon.net/ar-rpm9-or-d2-a-guide-to-choosing-the-best-steel-for-your-knife/,0,0,0.00,0,153000,"[80,26,42,0,0,100,0,0,3,0,65,0]",2026-02-24,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",AI overview
9cr18mov,1,1,720,13,0.00,https://www.shieldon.net/9cr18mov-stainless-steel-a-suitable-choice-for-your-pocket-knife/,24,12,0.00,0.1,410000,"[37,37,37,31,31,37,46,37,31,25,31,37]",2026-03-24,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
9cr18mov,1,1,720,13,0.00,https://www.shieldon.net/9cr18mov-stainless-steel-a-suitable-choice-for-your-pocket-knife/,0,0,0.00,0.1,410000,"[37,37,37,31,31,37,46,37,31,25,31,37]",2026-03-24,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
pen knife vs pocket knife,1,1,70,22,0.00,https://www.shieldon.net/distinguishing-between-a-penknife-and-a-pocket-knife/,0,0,0.00,0.11,13500000,"[11,11,11,11,11,64,64,64,64,64,64,11]",2026-02-23,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,AI overview
penal code 21510,2,2,70,17,0.00,https://www.shieldon.net/comprehensive-guide-to-pocket-knife-laws-in-every-us-state/,0,0,0.00,0.01,4170,"[45,45,45,63,63,100,81,81,63,36,45,18]",2026-03-02,"Video, People also ask, Related searches, AI overview",informational,People also ask
gravity knife texas,2,2,50,0,0.00,https://www.shieldon.net/the-texas-gravity-knife-guide-legality-and-risk/,2,1,0.00,0.03,2670000,"[5,5,3,8,6,3,1,1,1,1,1,1]",2026-02-27,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
coca cola knife,2,2,70,23,0.00,https://www.shieldon.net/comprehensive-guide-to-pocket-knife-laws-in-every-us-state/,0,0,0.00,0.2,20300000,"[19,26,34,42,42,0,34,26,42,34,26,26]",2026-03-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,People also ask
are gravity knives legal in texas,2,2,210,0,0.00,https://www.shieldon.net/the-texas-gravity-knife-guide-legality-and-risk/,17,8.5,0.00,0,438000,"[13,10,24,20,8,10,10,10,8,10,8,8]",2026-03-10,"Sitelinks, Video, Related searches, AI overview",informational,Organic
are gravity knives illegal in texas,2,2,40,0,0.00,https://www.shieldon.net/the-texas-gravity-knife-guide-legality-and-risk/,3,1.5,0.00,0.33,118,"[6,6,34,34,15,6,6,6,6,6,6,12]",2026-03-10,"Sitelinks, Video, Related searches, AI overview",informational,Organic
tatical pen,2,2,210,27,0.36,https://www.shieldon.net/tactical-pens-explained-why-theyre-more-than-just-a-writing-tool/,0,0,0.00,1,19600000,"[21,39,26,7,26,14,32,7,39,11,11,17]",2026-03-27,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Short videos, Things to know, AI overview",informational,Things to know
n690 steel,3,3,880,4,0.66,https://www.shieldon.net/n690-bohler-steel-the-practical-choice-for-your-knives/,0,0,0.00,0.05,924000,"[52,46,52,52,46,46,37,37,37,46,37,37]",2026-02-22,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, Discussions and forums, AI overview",informational,Things to know
james bond knife,3,3,110,5,0.00,https://www.shieldon.net/knives-that-james-bond-used-in-the-movie/,9,4.5,0.00,0.76,18200000,"[3,3,2,3,1,3,2,3,3,2,3,2]",2026-02-20,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
154cm steel vs s30v,3,3,50,2,0.00,https://www.shieldon.net/ultimate-comparison-between-cpm-s30v-steel-vs-154cm-steel-for-pocket-knife/,1,0.5,0.00,0.33,267000,"[42,7,7,7,7,7,7,7,7,7,42,42]",2026-02-25,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
hawk blade knife,3,3,70,9,0.41,https://www.shieldon.net/comprehensive-guide-to-pocket-knife-laws-in-every-us-state/,0,0,0.00,0.99,3640000,"[81,63,63,63,63,63,63,63,45,63,81,81]",2026-03-01,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,People also ask
s90v vs m390,3,3,260,15,0.00,https://www.shieldon.net/s90v-vs-m390-steel-knives-which-one-is-the-sharpest/,3,1.5,0.00,0.11,394000,"[43,54,43,43,43,43,54,54,100,66,66,66]",2026-02-19,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
154cm vs s30v,3,3,210,5,0.00,https://www.shieldon.net/ultimate-comparison-between-cpm-s30v-steel-vs-154cm-steel-for-pocket-knife/,5,2.5,0.00,0,311000,"[44,35,35,3,28,28,28,35,44,28,15,44]",2026-01-29,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
m390 benchmade,3,3,50,19,0.00,https://www.shieldon.net/s90v-vs-m390-steel-knives-which-one-is-the-sharpest/,0,0,0.00,0,217,"[63,45,45,45,45,36,45,36,45,27,45,18]",2026-03-04,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",People also ask
kukri knife csgo,3,3,1600,19,0.00,https://www.shieldon.net/regulations-on-folding-knives-in-asian-countries/,0,0,0.00,0,870000,"[66,0,81,0,0,66,36,54,0,0,0,0]",2026-02-17,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos",commercial,People also ask
ar rpm9 vs d2,3,3,140,2,0.00,https://www.shieldon.net/ar-rpm9-or-d2-a-guide-to-choosing-the-best-steel-for-your-knife/,3,1.5,0.00,0.01,145000,"[26,19,53,80,80,42,65,80,80,53,15,53]",2026-03-01,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
9cr18mov vs d2 steel,3,3,50,1,0.00,https://www.shieldon.net/9cr18mov-stainless-steel-a-suitable-choice-for-your-pocket-knife/,0,0,0.00,0.33,229000,"[42,42,33,33,23,9,19,9,9,9,23,9]",2026-02-13,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
s30v steel vs 154cm,3,3,110,5,0.00,https://www.shieldon.net/ultimate-comparison-between-cpm-s30v-steel-vs-154cm-steel-for-pocket-knife/,7,3.5,0.00,0,110000,"[80,42,52,19,42,80,52,42,33,52,66,23]",2026-02-14,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
s30v steel vs 154cm,3,3,110,5,0.00,https://www.shieldon.net/ultimate-comparison-between-cpm-s30v-steel-vs-154cm-steel-for-pocket-knife/,0,0,0.00,0,110000,"[80,42,52,19,42,80,52,42,33,52,66,23]",2026-02-14,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Image pack
shieldon knives,3,3,140,26,0.52,https://www.shieldon.net/,2,1,1.00,0.39,526000,"[28,35,44,23,15,15,23,28,23,23,18,18]",2026-02-02,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
cpm s30v vs 154cm,3,3,110,5,0.00,https://www.shieldon.net/ultimate-comparison-between-cpm-s30v-steel-vs-154cm-steel-for-pocket-knife/,3,1.5,0.00,0,261000,"[100,42,66,80,42,66,52,52,33,52,66,42]",2026-02-05,"Image pack, Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
s30v vs 154cm,3,3,70,5,0.00,https://www.shieldon.net/ultimate-comparison-between-cpm-s30v-steel-vs-154cm-steel-for-pocket-knife/,1,0.5,0.00,0,285000,"[34,26,34,42,3,0,26,26,34,26,19,42]",2026-03-02,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
kneck knife,3,3,140,9,0.00,https://www.shieldon.net/the-comprehensive-neck-knife-self-defense-guide-techniques-safety-and-legal-considerations/,0,0,0.00,0.04,87100000,"[6,9,23,5,19,23,23,23,4,23,23,29]",2026-02-27,"Image pack, Video, Image, People also ask, Related searches, Things to know, Discussions and forums",commercial,Things to know
m390 vs s90v,3,3,140,3,0.00,https://www.shieldon.net/s90v-vs-m390-steel-knives-which-one-is-the-sharpest/,4,2,0.00,0.11,352000,"[43,34,34,34,43,34,34,34,65,43,100,81]",2026-03-06,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview","commercial, informational",Organic
massachusetts knife laws length,3,3,40,12,0.00,https://www.shieldon.net/massachusetts-knife-laws-comprehensive-legal-guide/,1,0.5,0.00,0.33,1620000,"[11,11,11,64,64,11,11,11,11,11,11,11]",2026-02-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
ar-rpm9 steel vs d2,4,4,40,0,0.00,https://www.shieldon.net/ar-rpm9-or-d2-a-guide-to-choosing-the-best-steel-for-your-knife/,1,0.5,0.00,0.01,68,"[100,100,0,0,9,0,9,0,0,100,0,81]",2026-03-22,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
pen-knife,4,4,40,15,0.00,https://www.shieldon.net/distinguishing-between-a-penknife-and-a-pocket-knife/,0,0,0.00,0,59100000,"[13,0,0,0,0,0,0,0,0,0,0,0]",2026-02-18,"Image pack, Video, Image, People also ask, Popular products, Related searches, Things to know, AI overview","informational, transactional",Things to know
marcas de navajas,4,4,90,4,0.00,https://www.shieldon.net/es/top-10-marcas-de-navajas-de-bolsillo-y-estilos-clasicos/,0,0,0.00,0.89,17000000,"[52,42,52,42,33,52,42,52,52,52,52,52]",2026-02-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Image pack
cm 154 vs s30v,4,4,110,7,0.00,https://www.shieldon.net/ultimate-comparison-between-cpm-s30v-steel-vs-154cm-steel-for-pocket-knife/,2,1,0.00,0,53800,"[53,34,34,15,34,53,53,34,26,42,53,100]",2026-02-10,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
n690 vs 154cm,4,4,50,3,0.00,https://www.shieldon.net/n690-bohler-steel-the-practical-choice-for-your-knives/,1,0.5,0.00,0.33,184000,"[29,29,29,17,23,29,23,29,29,29,23,23]",2026-02-25,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
knuckleduster knife,4,4,50,12,0.00,https://www.shieldon.net/the-trench-knife-a-history-of-birth-and-evolution-through-war-and-peace/,0,0,0.00,0,570000,"[9,7,4,4,5,4,5,7,14,5,1,1]",2026-02-27,"Image pack, Video, Image, Video Carousel, Popular products, Related searches, Things to know",commercial,Things to know
foraging knife,4,4,210,9,0.58,https://www.shieldon.net/comprehensive-guide-to-pocket-knife-laws-in-every-us-state/,0,0,0.00,1,3220000,"[28,18,15,18,35,44,28,28,54,66,35,66]",2026-03-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,People also ask
ar-rpm9 vs d2,4,4,70,2,0.00,https://www.shieldon.net/ar-rpm9-or-d2-a-guide-to-choosing-the-best-steel-for-your-knife/,0,0,0.00,0,153000,"[80,26,42,0,0,100,0,0,3,0,65,0]",2026-02-24,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
gerber mk1,4,4,390,13,0.08,https://www.shieldon.net/gerbers-signature-daggers-mark-1-and-mark-ii/,4,2,0.00,0.5,334000,"[54,66,66,66,81,66,54,66,66,54,44,44]",2026-02-15,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Short videos",informational,People also ask
necklace knife,4,4,480,11,0.00,https://www.shieldon.net/the-comprehensive-neck-knife-self-defense-guide-techniques-safety-and-legal-considerations/,0,0,0.00,0.03,148000000,"[36,30,30,20,24,30,30,30,30,30,24,30]",2026-02-24,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Things to know",informational,Things to know
necklace knife,4,4,480,11,0.00,https://www.shieldon.net/the-comprehensive-neck-knife-self-defense-guide-techniques-safety-and-legal-considerations/,0,0,0.00,0.03,148000000,"[36,30,30,20,24,30,30,30,30,30,24,30]",2026-02-24,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Things to know",informational,Things to know
billy predator knife,4,4,210,15,0.00,https://www.shieldon.net/comprehensive-guide-to-pocket-knife-laws-in-every-us-state/,0,0,0.00,0.55,1320000,"[43,65,65,53,53,53,53,65,65,43,81,81]",2026-02-25,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,People also ask
james bond knife,5,5,110,5,0.00,https://www.shieldon.net/knives-that-james-bond-used-in-the-movie/,0,0,0.00,0.76,18200000,"[3,3,2,3,1,3,2,3,3,2,3,2]",2026-02-20,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Image pack
shieldon scythe xl,5,5,40,0,0.00,https://www.shieldon.net/product/shieldon-dc01k-scythe-7-length-154cm-blade-pei-amber-translucent-handle/,0,0,0.00,0.1,3890,"[12,7,17,12,5,5,5,10,28,7,10,5]",2026-02-10,"Image pack, Video, Video Carousel, Related searches, Short videos","informational, transactional",Organic
shieldon scythe,5,5,70,0,0.46,https://www.shieldon.net/product/shieldon-edc-knife-dc01a-scythe-154cm-blade-g10-micarta-handle-nested-liner-lock-dc-blades-usa-design/,3,1.5,1.00,0.14,144000,"[18,14,10,14,14,8,10,10,14,14,14,8]",2026-02-21,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
shieldon scythe,5,5,70,0,0.46,https://www.shieldon.net/product/shieldon-edc-knife-dc01a-scythe-154cm-blade-g10-micarta-handle-nested-liner-lock-dc-blades-usa-design/,0,0,0.00,0.14,144000,"[18,14,10,14,14,8,10,10,14,14,14,8]",2026-02-21,"Image pack, Video, Image, Video Carousel, Related searches",informational,Image pack
knive blade,5,5,30,16,0.59,https://www.shieldon.net/comprehensive-guide-to-pocket-knife-laws-in-every-us-state/,0,0,0.00,0.89,208000000,"[32,1,1,1,1,0,1,1,1,1,1,0]",2026-01-16,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,People also ask
nepali weapons,5,5,50,3,0.00,https://www.shieldon.net/nepals-traditional-cold-weapons/,0,0,0.00,0,12300000,"[100,100,100,71,100,100,100,100,71,100,0,100]",2026-02-04,"Image pack, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
4116 stainless,5,5,110,7,0.00,https://www.shieldon.net/in-depth-analysis-of-4116-stainless-steel-right-for-your-pocket-knife/,0,0,0.00,0.01,1900000,"[66,52,42,42,33,42,33,42,52,52,80,100]",2026-02-06,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
most dangerous knives,5,5,110,19,0.00,https://www.shieldon.net/a-comprehensive-guide-to-the-worlds-most-lethal-blades/,0,0,0.00,0,25200000,"[80,26,19,42,19,26,65,34,26,34,65,53]",2026-02-16,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
best pocketknife,5,5,110,32,0.00,https://www.shieldon.net/comprehensive-guide-to-pocket-knife-laws-in-every-us-state/,0,0,0.00,0.75,79900000,"[19,10,5,7,5,7,67,7,7,7,10,12]",2026-03-01,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,People also ask
pen knives,5,5,480,24,0.00,https://www.shieldon.net/distinguishing-between-a-penknife-and-a-pocket-knife/,0,0,0.00,0,32300000,"[20,100,13,13,13,16,13,13,16,16,16,11]",2026-02-18,"Image pack, Video, Image, Video Carousel, Popular products, Related searches, Things to know","informational, transactional",Things to know
gerber mark i knife,5,5,210,12,0.18,https://www.shieldon.net/gerbers-signature-daggers-mark-1-and-mark-ii/,1,0.5,0.00,0.83,475000,"[43,53,53,53,43,53,35,53,43,43,53,43]",2026-01-31,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
4116 stainless steel,6,6,140,4,0.00,https://www.shieldon.net/in-depth-analysis-of-4116-stainless-steel-right-for-your-pocket-knife/,0,0,0.00,0.01,1850000,"[82,82,52,64,52,64,52,64,82,82,100,100]",2026-02-02,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
s35vn vs m390,6,6,140,2,0.00,https://www.shieldon.net/s35vn-vs-m390-steel-which-one-is-better/,0,0,0.00,0.02,499000,"[34,43,34,43,43,53,43,53,53,43,43,65]",2026-02-20,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
m390 vs s35vn,6,6,170,5,0.00,https://www.shieldon.net/s35vn-vs-m390-steel-which-one-is-better/,3,1.5,0.00,0.02,119,"[34,43,43,43,53,53,53,43,65,43,43,53]",2026-03-04,"Sitelinks, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
1.4116 steel hardness,6,6,50,,0.00,https://www.shieldon.net/in-depth-analysis-of-4116-stainless-steel-right-for-your-pocket-knife/,0,0,0.00,0.33,60900,"[11,41,52,64,23,11,11,100,11,11,11,11]",2026-03-04,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
necklace knives,6,6,260,13,0.44,https://www.shieldon.net/the-comprehensive-neck-knife-self-defense-guide-techniques-safety-and-legal-considerations/,0,0,0.00,1,11200000,"[24,1,20,67,45,3,20,5,8,10,13,36]",2026-02-27,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Things to know",commercial,Things to know
necklace knives,6,6,260,13,0.44,https://www.shieldon.net/the-comprehensive-neck-knife-self-defense-guide-techniques-safety-and-legal-considerations/,0,0,0.00,1,11200000,"[24,1,20,67,45,3,20,5,8,10,13,36]",2026-02-27,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Things to know",commercial,Things to know
m390 vs s90v,6,6,140,3,0.00,https://www.shieldon.net/s90v-vs-m390-steel-knives-which-one-is-the-sharpest/,0,0,0.00,0.11,352000,"[43,34,34,34,43,34,34,34,65,43,100,81]",2026-03-06,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview","commercial, informational",Image pack
7cr17mov stainless steel,6,6,140,4,0.00,https://www.shieldon.net/all-you-need-to-know-about-7cr17mov-as-a-knife-material/,2,1,0.00,0.05,390000,"[13,13,8,10,8,10,8,8,8,8,10,10]",2026-02-17,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
are butterfly knives legal in washington,6,6,140,,0.00,https://www.shieldon.net/washington-knife-law-the-complete-guide/,2,1,0.00,0,326000,"[80,42,80,100,66,52,80,80,52,52,52,80]",2026-02-01,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
3cr13 steel blade,7,7,140,24,0.00,https://www.shieldon.net/3cr13-steel-yay-or-nay/,0,0,0.00,0.05,571000,"[65,53,80,80,34,34,34,42,34,34,42,53]",2026-02-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
seattle knife laws,7,7,110,13,0.00,https://www.shieldon.net/washington-knife-law-the-complete-guide/,2,1,0.00,0,2020000,"[52,52,42,42,52,52,52,52,52,52,33,42]",2026-02-01,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
tactical scythe,7,7,170,6,0.38,https://www.shieldon.net/scythe-xl-a-premium-tactical-knife-with-superior-design-and-performance/,1,0.5,0.00,0.42,2800000,"[18,18,18,15,18,18,18,28,81,35,35,28]",2026-02-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos",commercial,Organic
what knives are illegal in washington state,7,7,70,19,0.00,https://www.shieldon.net/washington-knife-law-the-complete-guide/,0,0,0.00,0.33,2540000,"[9,52,9,100,9,9,80,9,52,9,52,9]",2026-02-07,"Sitelinks, Video, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
3cr13 stainless,7,7,210,2,0.88,https://www.shieldon.net/3cr13-steel-yay-or-nay/,0,0,0.00,0.02,759000,"[100,81,43,43,53,65,53,53,43,53,65,100]",2026-02-01,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
knife laws massachusetts,7,7,390,20,0.00,https://www.shieldon.net/massachusetts-knife-laws-comprehensive-legal-guide/,1,0.5,0.00,0,3430000,"[59,59,48,48,39,39,48,39,39,26,39,32]",2026-02-07,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
gerber mk 1,7,7,140,10,0.08,https://www.shieldon.net/gerbers-signature-daggers-mark-1-and-mark-ii/,1,0.5,0.00,0.5,35500000,"[100,33,66,66,100,66,66,66,100,42,33,33]",2026-01-31,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
3cr steel,7,7,50,1,0.00,https://www.shieldon.net/3cr13-steel-yay-or-nay/,0,0,0.00,0.03,387000,"[7,19,15,11,11,15,11,7,7,7,42,65]",2026-02-15,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
are switchblades legal in washington state,7,7,260,,0.00,https://www.shieldon.net/washington-knife-law-the-complete-guide/,3,1.5,0.00,0,9840,"[53,35,43,53,53,53,53,53,100,53,100,100]",2026-02-06,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
knife laws in washington state,7,7,140,9,0.00,https://www.shieldon.net/washington-knife-law-the-complete-guide/,3,1.5,0.00,0,11400000,"[11,23,23,35,18,18,100,18,8,11,15,18]",2026-03-20,"Sitelinks, Video, Related searches, AI overview",informational,Organic
legal knives in massachusetts,7,7,320,16,0.00,https://www.shieldon.net/massachusetts-knife-laws-comprehensive-legal-guide/,7,3.5,0.00,0,2300000,"[44,44,66,44,66,66,35,81,23,66,28,23]",2026-02-11,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
knife laws in ma,7,7,70,18,0.00,https://www.shieldon.net/massachusetts-knife-laws-comprehensive-legal-guide/,1,0.5,0.00,0,12400000,"[6,6,8,8,8,8,6,11,23,18,11,11]",2026-02-03,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
