Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
diamond stone vs whetstone,1,1,90,5,0.29,https://www.koiknives.com/blogs/knife-sharpening/how-to-choose-a-sharpening-stone-whetstone-ceramic-diamond-grit-size,0,0,0.00,0.52,1190000,"[17,12,17,23,12,17,28,28,28,2,53,43]",2026-03-22,"Sitelinks, Video, Video Carousel, Related searches, AI overview","commercial, informational",AI overview
goanas,1,1,140,21,0.27,https://www.koiknives.com/blogs/australian-outback-animals/the-goanna-a-comprehensive-guide-to-australias-iconic-monitor-lizards,0,0,0.00,0.05,514000,"[1,10,36,15,2,0,29,0,0,100,0,0]",2026-02-12,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Things to know",informational,Things to know
goanas,1,1,140,21,0.27,https://www.koiknives.com/blogs/australian-outback-animals/the-goanna-a-comprehensive-guide-to-australias-iconic-monitor-lizards,0,0,0.00,0.05,514000,"[1,10,36,15,2,0,29,0,0,100,0,0]",2026-02-12,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Things to know",informational,Things to know
the black swan pictures,1,1,90,27,0.00,https://www.koiknives.com/blogs/bird-guide/the-black-swan,3,0.08,0.00,0.01,97400000,"[18,18,18,100,100,100,100,100,100,63,81,63]",2026-02-06,"Image pack, Video, Image, People also ask, Related searches, See results about",informational,Image pack
fork and knife crossing,1,1,40,22,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,1,0.02,0.00,0.33,5410000,"[7,7,7,42,42,7,7,7,7,7,7,7]",2026-03-22,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,People also ask
kiritsuke knife uses,1,1,70,3,0.56,https://www.koiknives.com/blogs/japanese-knife-guide-by-koi/the-kiritsuke-japans-most-intimidating-kitchen-knife,1,0.02,0.00,0.65,216000,"[6,34,34,34,28,100,15,6,6,6,6,9]",2026-03-05,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,People also ask
a knife to a gunfight,1,1,90,32,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,1,0.02,0.00,0,622000,"[64,52,64,41,52,64,52,82,52,41,41,52]",2026-02-07,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
cromova 18 stainless steel,1,1,110,4,0.37,https://www.koiknives.com/blogs/knife-steel-makers/cromova-18-stainless-steel-what-is-it,9,0.25,3.00,0.98,0,"[34,21,28,15,34,28,28,28,21,28,34,81]",2026-03-14,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
blue steel knives,1,1,210,7,0.80,https://www.koiknives.com/blogs/japanese-knives/aogami-blue-steel-the-ultimate-choice-for-high-performance-knives,6,0.16,4.00,1,54600000,"[81,36,23,19,10,23,12,10,10,12,12,19]",2026-02-13,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",People also ask
size knife,1,1,70,12,0.62,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,0,0,0.00,0.74,272000000,"[100,45,63,45,63,63,63,36,81,63,100,0]",2026-02-07,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos",commercial,People also ask
dingoe,1,1,880,54,0.47,https://www.koiknives.com/blogs/australian-outback-animals/the-dingo-australias-iconic-wild-dog,0,0,0.00,0.01,31800000,"[36,15,15,7,3,24,5,7,13,15,5,3]",2026-02-07,"Knowledge panel, Video, Video Carousel, People also ask, Related searches, Things to know","informational, transactional",Things to know
bring a knife to a gunfight,1,1,40,32,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,1,0.02,0.00,0.33,1310000,"[7,7,7,42,7,7,7,7,7,7,42,7]",2026-02-16,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,People also ask
black swan images,1,1,480,23,0.34,https://www.koiknives.com/blogs/bird-guide/the-black-swan,19,0.53,6.00,0.91,0,"[54,81,81,54,54,36,36,44,36,54,44,29]",2026-03-13,"Image pack, Video, Image, Related searches",informational,Image pack
where does the steak knife go in a place setting,1,1,40,1,0.07,https://www.koiknives.com/blogs/australian-steak-knives/mastering-steak-knife-etiquette,2,0.05,0.00,0.14,59200000,"[11,11,11,11,11,11,11,11,11,11,64,82]",2026-03-16,"Image pack, Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,AI overview
where does the steak knife go in a place setting,1,1,40,1,0.07,https://www.koiknives.com/blogs/australian-steak-knives/mastering-steak-knife-etiquette,0,0,0.00,0.14,59200000,"[11,11,11,11,11,11,11,11,11,11,64,82]",2026-03-16,"Image pack, Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,AI overview
where does the steak knife go in a place setting,1,1,40,1,0.07,https://www.koiknives.com/blogs/australian-steak-knives/mastering-steak-knife-etiquette,1,0.02,0.00,0.14,59200000,"[11,11,11,11,11,11,11,11,11,11,64,82]",2026-03-16,"Image pack, Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,Image pack
zdp 189 steel,1,1,260,1,0.75,https://www.koiknives.com/blogs/japanese-knives/hitachi-zdp-189-a-high-performance-powdered-steel-for-extreme-durability,9,0.25,6.00,0.95,380000,"[53,53,66,66,53,82,53,66,82,66,53,53]",2026-03-02,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,AI overview
zdp 189 steel,1,1,260,1,0.75,https://www.koiknives.com/blogs/japanese-knives/hitachi-zdp-189-a-high-performance-powdered-steel-for-extreme-durability,0,0,0.00,0.95,380000,"[53,53,66,66,53,82,53,66,82,66,53,53]",2026-03-02,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,AI overview
khife,1,1,70,85,0.00,https://www.koiknives.com/blogs/news_updates/7-tips-for-knife-care-and-maintaining-your-knife-in-2022,2,0.05,0.00,0,726000000,"[2,13,10,0,1,1,2,0,5,2,10,3]",2026-02-05,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",commercial,Things to know
coocaburra,1,1,90,40,0.35,https://www.koiknives.com/blogs/bird-guide/the-kookaburra,0,0,0.00,0.01,11600000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2026-03-22,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, Things to know","informational, transactional",Things to know
warped knife blade,1,1,110,24,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,1,0.02,0.00,0,419000,"[64,64,64,23,64,82,82,100,64,82,100,29]",2026-03-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,People also ask
platycercus,1,1,480,39,0.00,https://www.koiknives.com/blogs/oz-pocket-knives-the-aviary-almanac/rosella-the-australian-rosella-a-comprehensive-guide,0,0,0.00,0.01,264000,"[36,19,67,36,81,23,54,81,54,67,54,100]",2026-03-03,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Things to know","informational, transactional",Things to know
kiritsuke chef knife,1,1,50,12,0.82,https://www.koiknives.com/blogs/japanese-knife-guide-by-koi/the-kiritsuke-japans-most-intimidating-kitchen-knife,0,0,0.00,1,1010000,"[78,78,14,14,14,35,14,50,21,28,21,64]",2026-02-28,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,People also ask
knife break,1,1,390,7,0.55,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,15,0.42,8.00,1,185000000,"[0,0,20,36,0,0,0,10,36,55,62,100]",2026-02-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
steel hardness test,1,1,40,19,1.46,https://www.koiknives.com/blogs/japanese-knives/understanding-rockwell-hardness-in-knives,0,0,0.00,0.92,17500000,"[21,14,21,50,28,28,21,28,14,50,21,14]",2026-02-26,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
goana lizard,1,1,70,37,0.00,https://www.koiknives.com/blogs/australian-outback-animals/the-goanna-a-comprehensive-guide-to-australias-iconic-monitor-lizards,2,0.05,0.00,0,50600000,"[0,0,0,0,0,5,7,21,21,11,7,17]",2026-02-22,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,People also ask
how to pack a knife block,1,1,50,4,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,0,0,0.00,0.33,45900000,"[27,27,27,45,45,100,63,100,63,36,27,18]",2026-03-03,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
magpies australia,1,1,390,40,0.00,https://www.koiknives.com/blogs/bird-guide/the-magpie,0,0,0.00,0,14600000,"[18,3,7,8,5,3,0,18,5,2,8,4]",2026-02-24,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know","informational, transactional",Things to know
g10 material knife,1,1,90,9,0.40,https://www.koiknives.com/blogs/japanese-knives/g10-vs-other-handle-materials-advantages-and-disadvantages,2,0.05,0.00,0.93,1680000,"[100,64,11,11,41,29,100,52,41,41,41,41]",2026-02-03,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
sharpness scale,1,1,480,9,0.54,https://www.koiknives.com/blogs/japanese-knives/the-science-behind-the-sharpness-of-a-knife-and-how-it-is-measured,0,0,0.00,0.03,17400000,"[8,7,5,7,5,5,4,3,5,5,10,7]",2026-02-23,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know",informational,People also ask
knife finger hole,1,1,170,20,0.48,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,3,0.08,1.00,0.82,14700000,"[3,39,1,17,9,1,21,72,14,21,4,1]",2026-02-26,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums",informational,People also ask
g 10 gun,1,1,70,7,0.00,https://www.koiknives.com/blogs/japanese-knives/g10-vs-other-handle-materials-advantages-and-disadvantages,1,0.02,0.00,0,751000000,"[18,100,18,18,18,18,100,100,100,18,100,81]",2026-02-11,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
how to sharpen a cleaver,1,1,110,23,0.51,https://www.koiknives.com/blogs/knife-sharpening/common-mistakes-to-avoid-whetstone-sharpening-pitfalls-and-how-to-overcome-them,0,0,0.00,0.19,829000,"[15,12,12,12,12,12,12,15,19,19,15,19]",2026-02-24,"Sitelinks, Video, People also ask, Short videos, AI overview",informational,People also ask
parakeets budgies birds,1,1,140,50,0.00,https://www.koiknives.com/blogs/bird-guide/budgerigar,0,0,0.00,0,10200000,"[42,52,19,42,100,80,80,33,66,80,66,66]",2026-03-20,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Short videos, Things to know","informational, transactional",Things to know
bird blue wren,1,1,110,21,0.00,https://www.koiknives.com/blogs/oz-pocket-knives-the-aviary-almanac/the-superb-fairy-wren-blue-wren-australias-most-charming-and-promiscuous-bird,2,0.05,0.00,0.15,214,"[0,0,0,0,0,0,53,53,80,80,100,100]",2026-03-25,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know","informational, transactional",People also ask
catch a falling knife,1,1,320,5,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,10,0.28,0.00,0,21300000,"[16,24,16,30,100,16,10,10,13,13,24,16]",2026-02-27,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
g 10 handle,1,1,50,8,0.18,https://www.koiknives.com/blogs/japanese-knives/g10-vs-other-handle-materials-advantages-and-disadvantages,0,0,0.00,0.4,224,"[45,45,63,63,63,45,63,36,45,63,45,63]",2026-03-23,"Image pack, Video, Image, Related searches, AI overview",commercial,AI overview
hamon on knife,1,1,90,3,0.69,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,0,0,0.00,0.9,1230000,"[66,52,52,23,42,100,80,42,33,52,23,0]",2026-02-07,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
best knife sharpener stone,1,1,110,28,0.69,https://www.koiknives.com/blogs/knife-sharpening/how-to-choose-a-sharpening-stone-whetstone-ceramic-diamond-grit-size,0,0,0.00,1,2360000,"[10,4,4,4,1,3,4,8,8,6,8,10]",2026-02-23,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,People also ask
kookaburra,1,1,40500,50,0.35,https://www.koiknives.com/blogs/bird-guide/the-kookaburra,0,0,0.00,0.01,135,"[66,66,81,81,81,66,66,66,66,66,81,66]",2026-03-28,"Knowledge panel, Video, Image, Video Carousel, Related searches, Short videos, Things to know","informational, transactional",Things to know
hrc foundation,1,1,110,60,5.34,https://www.koiknives.com/blogs/japanese-knives/understanding-rockwell-hardness-in-knives,0,0,0.00,0.09,15400000,"[11,14,17,11,11,11,11,9,11,11,11,11]",2026-02-21,"Sitelinks, Video, People also ask, Related searches, AI overview",navigational,People also ask
wagiri,1,1,140,11,0.00,https://www.koiknives.com/blogs/news_updates/all-the-japanese-vegetable-cutting-techniques-you-need-to-know,5,0.14,0.00,0,48500,"[12,0,5,0,0,28,53,100,82,53,43,43]",2026-02-16,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,Image pack
what is the best way to sharpen a chainsaw,1,1,40,21,0.16,https://www.koiknives.com/blogs/knife-sharpening/common-mistakes-to-avoid-whetstone-sharpening-pitfalls-and-how-to-overcome-them,0,0,0.00,1,3050000,"[100,100,18,18,18,18,18,18,18,18,18,18]",2026-02-14,"Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,People also ask
1.4116 steel,1,1,210,4,0.00,https://www.koiknives.com/blogs/knife-steel-makers/x50crmov15-or-1-4116-steel-has-excellent-knife-making-qualities,12,0.33,0.00,0.03,0,"[36,23,10,23,19,19,29,29,23,23,23,36]",2026-03-07,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,AI overview
1.4116 steel,1,1,210,4,0.00,https://www.koiknives.com/blogs/knife-steel-makers/x50crmov15-or-1-4116-steel-has-excellent-knife-making-qualities,0,0,0.00,0.03,0,"[36,23,10,23,19,19,29,29,23,23,23,36]",2026-03-07,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,AI overview
super steel knife,1,1,30,3,0.70,https://www.koiknives.com/blogs/japanese-knives/differences-between-super-steels-and-regular-knife-steels,0,0,0.00,0.98,86400000,"[9,15,9,6,12,9,0,6,12,9,12,9]",2026-03-22,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, AI overview",commercial,AI overview
60 rockwell hardness,1,1,110,15,0.61,https://www.koiknives.com/blogs/japanese-knives/understanding-rockwell-hardness-in-knives,2,0.05,1.00,0.09,1530000,"[52,66,52,52,42,42,52,42,52,52,52,66]",2026-02-08,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,People also ask
scaly lorikeet,1,1,110,19,0.00,https://www.koiknives.com/blogs/bird-guide/scaly-breasted-lorikeet,1,0.02,0.00,0,169000,"[100,100,50,78,64,100,100,78,50,100,78,50]",2026-02-14,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
vg1 vs vg10,1,1,110,2,0.00,https://www.koiknives.com/blogs/japanese-knives/what-makes-vg10-steel-ideal-for-knife-making,0,0,0.00,0.07,72000,"[52,52,33,33,33,52,52,66,66,42,42,66]",2026-02-26,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview","commercial, informational",AI overview
equal symbol bumper sticker,1,1,90,12,0.78,https://www.koiknives.com/blogs/japanese-knives/understanding-rockwell-hardness-in-knives,0,0,0.00,0.2,292000,"[64,64,50,64,50,64,100,64,64,64,78,50]",2026-03-05,"Video, Image, People also ask, Popular products, Related searches, AI overview","commercial, informational",People also ask
what is the best steel for knives,1,1,260,8,0.30,https://www.koiknives.com/blogs/japanese-knives/the-ultimate-guide-to-d2-steel-knives-from-composition-to-performance,0,0,0.00,0.61,57200000,"[66,54,54,44,35,35,28,35,35,44,66,35]",2026-03-04,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,People also ask
wood handle paring knife,1,1,40,12,0.61,https://www.koiknives.com/blogs/japanese-knives/the-beauty-and-benefits-of-wooden-handles-in-kitchen-knives,0,0,0.00,1,4090000,"[29,23,29,23,17,17,17,17,29,17,23,29]",2026-02-05,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",People also ask
what is a knife tang,1,1,260,14,0.00,https://www.koiknives.com/blogs/japanese-knives/the-difference-between-a-full-tang-and-a-partial-tang-knife,4,0.11,0.00,0,27900000,"[66,53,43,53,53,53,53,43,66,82,100,82]",2026-02-01,"Image pack, Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,People also ask
sandwich knife,1,1,260,7,0.80,https://www.koiknives.com/blogs/japanese-pankiri-know-how/how-to-maintain-a-bread-knife-for-best-shelf-life,2,0.05,1.00,1,214,"[66,44,28,44,35,54,35,44,44,54,35,54]",2026-03-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Things to know","commercial, informational",Things to know
sharpen chisels,1,1,70,11,0.31,https://www.koiknives.com/blogs/knife-sharpening/common-mistakes-to-avoid-whetstone-sharpening-pitfalls-and-how-to-overcome-them,0,0,0.00,1,1120000,"[5,2,2,2,1,2,1,3,1,2,4,3]",2026-02-04,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,People also ask
14c28n steel vs d2,1,1,140,1,0.00,https://www.koiknives.com/blogs/knife-steel-makers/sandvik-steel-12c27-and-14c28n-versatility-in-knife-production,3,0.08,0.00,0,639000,"[64,64,100,64,64,64,41,64,100,100,82,100]",2026-02-07,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview","commercial, informational",People also ask
tang on a knife,1,1,590,17,0.00,https://www.koiknives.com/blogs/japanese-knives/the-difference-between-a-full-tang-and-a-partial-tang-knife,12,0.33,0.00,0,27800000,"[10,13,16,13,20,8,10,8,13,27,16,20]",2026-01-30,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,People also ask
knife on leg,1,1,90,12,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,5,0.14,0.00,0.79,212000000,"[81,100,45,45,81,100,100,100,100,9,100,100]",2026-02-23,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",People also ask
what does it mean when you drop a knife,1,1,110,7,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,14,0.39,0.00,0,247000000,"[66,52,52,66,52,52,80,66,42,52,66,66]",2026-03-29,"Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
bevel of a knife,1,1,170,8,0.54,https://www.koiknives.com/pages/bevel1-knives-v-bevel2-knives,3,0.08,1.00,0.22,4340000,"[43,28,17,100,35,100,82,28,43,28,23,35]",2026-02-08,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Image pack
steel cpm s30v,1,1,880,15,0.86,https://www.koiknives.com/blogs/japanese-knives/s35vn-vs-s30v-understanding-the-differences-in-steel-quality-for-knives,15,0.42,12.00,0.54,418000,"[68,11,84,84,84,20,8,4,37,84,68,5]",2026-02-17,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
sharpening a wood chisel,1,1,50,9,0.18,https://www.koiknives.com/blogs/knife-sharpening/common-mistakes-to-avoid-whetstone-sharpening-pitfalls-and-how-to-overcome-them,0,0,0.00,1,2730000,"[55,55,55,77,55,44,33,55,100,44,33,55]",2026-01-31,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,People also ask
dream about a knife,1,1,90,6,0.00,https://www.koiknives.com/blogs/japanese-knives/the-art-of-gifting-knives-the-tradition-of-knife-giving,1,0.02,0.00,0.27,142000000,"[52,82,29,41,41,41,64,52,64,64,64,100]",2026-02-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
dream about a knife,1,1,90,6,0.00,https://www.koiknives.com/blogs/japanese-knives/thats-not-a-knife-this-is-a-knife-knives-in-literature-and-popular-culture,0,0,0.00,0.27,142000000,"[52,82,29,41,41,41,64,52,64,64,64,100]",2026-02-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
rock hardness test,1,1,170,16,0.66,https://www.koiknives.com/blogs/japanese-knives/understanding-rockwell-hardness-in-knives,0,0,0.00,0.7,9560000,"[100,100,52,80,66,66,52,80,100,100,100,80]",2026-02-18,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
knife in arm,1,1,70,5,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,2,0.05,0.00,0.02,67000000,"[14,14,14,14,78,50,64,78,50,50,64,50]",2026-02-14,"Video, Video Carousel, People also ask, Related searches","informational, transactional",People also ask
unesco solingen germany knife,1,1,110,,0.00,https://www.koiknives.com/blogs/japanese-knives/sharpening-the-world-of-cooking-the-history-and-evolution-of-knife-making-in-solingen-city,0,0,0.00,0.06,2310,"[11,64,64,64,64,64,64,100,29,41,64,82]",2026-02-06,"Image pack, Video, Image, People also ask, Related searches, AI overview","commercial, informational",People also ask
blue paper steel,1,1,170,0,0.25,https://www.koiknives.com/blogs/japanese-knives/aogami-blue-steel-the-ultimate-choice-for-high-performance-knives,0,0,0.00,0.43,324000000,"[43,43,53,43,34,53,65,65,43,43,43,65]",2026-03-16,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,AI overview
barramundi fish,1,1,6600,34,0.26,https://www.koiknives.com/blogs/fish-of-australia/the-barramundi-australias-premier-sporting-fish,0,0,0.00,0.25,3840000,"[54,36,81,54,36,44,36,81,81,81,66,54]",2026-03-27,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, Things to know",informational,Things to know
knife rounded tip,1,1,40,5,0.57,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,1,0.02,0.00,1,122000000,"[0,50,50,7,50,100,0,35,0,50,0,35]",2026-02-23,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
knives in a drawer,1,1,110,5,0.83,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,4,0.11,3.00,1,19300000,"[80,3,26,100,100,100,53,7,3,3,0,80]",2026-02-25,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos",informational,People also ask
rigid boning knife,1,1,40,9,0.00,https://www.koiknives.com/blogs/japanese-knives/your-complete-guide-for-choosing-using-and-caring-for-a-boning-knife,0,0,0.00,0.03,62200,"[18,18,18,18,18,18,18,18,18,100,18,100]",2026-02-22,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,People also ask
d2 steel hardness,1,1,110,11,0.00,https://www.koiknives.com/blogs/japanese-knives/the-ultimate-guide-to-d2-steel-knives-from-composition-to-performance,4,0.11,0.00,0.02,1710000,"[43,28,34,21,28,15,15,34,34,53,53,53]",2026-03-02,"Image pack, Video, Ads bottom, People also ask, Related searches, AI overview",informational,People also ask
what is a chef's knife,1,1,390,25,0.00,https://www.koiknives.com/blogs/australian-kitchen/history-of-the-chefs-knife,8,0.22,0.00,0,43400000,"[54,36,29,12,36,36,29,29,44,100,67,15]",2026-02-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
